Date,price,year,region
2/1/15,0.97,2015,Spokane
1/25/15,1.21,2015,Spokane
1/18/15,1.18,2015,Spokane
1/11/15,1.07,2015,Spokane
1/4/15,1,2015,Spokane
12/27/15,1.1,2015,StLouis
12/20/15,1.13,2015,StLouis
12/13/15,0.99,2015,StLouis
12/6/15,1.09,2015,StLouis
11/29/15,1.16,2015,StLouis
11/22/15,1.15,2015,StLouis
11/15/15,1.07,2015,StLouis
11/8/15,1.18,2015,StLouis
11/1/15,1.21,2015,StLouis
10/25/15,1.21,2015,StLouis
10/18/15,1.26,2015,StLouis
10/11/15,1.15,2015,StLouis
10/4/15,1.23,2015,StLouis
9/27/15,1.12,2015,StLouis
9/20/15,1.24,2015,StLouis
9/13/15,1.15,2015,StLouis
9/6/15,1.3,2015,StLouis
8/30/15,1.32,2015,StLouis
8/23/15,1.11,2015,StLouis
8/16/15,0.88,2015,StLouis
8/9/15,1.15,2015,StLouis
8/2/15,1.26,2015,StLouis
7/26/15,1.06,2015,StLouis
7/19/15,1.2,2015,StLouis
7/12/15,1.13,2015,StLouis
7/5/15,1.32,2015,StLouis
6/28/15,1.17,2015,StLouis
6/21/15,1.26,2015,StLouis
6/14/15,1.28,2015,StLouis
6/7/15,1.3,2015,StLouis
5/31/15,1.16,2015,StLouis
5/24/15,1.18,2015,StLouis
5/17/15,1.32,2015,StLouis
5/10/15,1.25,2015,StLouis
5/3/15,1.09,2015,StLouis
4/26/15,1.37,2015,StLouis
4/19/15,1.34,2015,StLouis
4/12/15,1.21,2015,StLouis
4/5/15,1.36,2015,StLouis
3/29/15,1.21,2015,StLouis
3/22/15,1.34,2015,StLouis
3/15/15,1.33,2015,StLouis
3/8/15,1.36,2015,StLouis
3/1/15,1.24,2015,StLouis
2/22/15,1.32,2015,StLouis
2/15/15,1.23,2015,StLouis
2/8/15,1.09,2015,StLouis
2/1/15,1.1,2015,StLouis
1/25/15,1.17,2015,StLouis
1/18/15,1.28,2015,StLouis
1/11/15,1.29,2015,StLouis
1/4/15,1.15,2015,StLouis
12/27/15,1.36,2015,Syracuse
12/20/15,1.36,2015,Syracuse
12/13/15,1.32,2015,Syracuse
12/6/15,1.17,2015,Syracuse
11/29/15,1.41,2015,Syracuse
11/22/15,1.38,2015,Syracuse
11/15/15,1.21,2015,Syracuse
11/8/15,1.23,2015,Syracuse
11/1/15,1.16,2015,Syracuse
10/25/15,1.26,2015,Syracuse
10/18/15,1.26,2015,Syracuse
10/11/15,1.32,2015,Syracuse
10/4/15,1.34,2015,Syracuse
9/27/15,1.16,2015,Syracuse
9/20/15,1.44,2015,Syracuse
9/13/15,1.44,2015,Syracuse
9/6/15,1.36,2015,Syracuse
8/30/15,1.2,2015,Syracuse
8/23/15,1.44,2015,Syracuse
8/16/15,1.42,2015,Syracuse
8/9/15,1.35,2015,Syracuse
8/2/15,1.48,2015,Syracuse
7/26/15,1.23,2015,Syracuse
7/19/15,1.38,2015,Syracuse
7/12/15,1.25,2015,Syracuse
7/5/15,1.45,2015,Syracuse
6/28/15,1.39,2015,Syracuse
6/21/15,1.4,2015,Syracuse
6/14/15,1.35,2015,Syracuse
6/7/15,1.22,2015,Syracuse
5/31/15,1.36,2015,Syracuse
5/24/15,1.35,2015,Syracuse
5/17/15,1.44,2015,Syracuse
5/10/15,1.34,2015,Syracuse
5/3/15,1.4,2015,Syracuse
4/26/15,1.4,2015,Syracuse
4/19/15,1.4,2015,Syracuse
4/12/15,1.36,2015,Syracuse
4/5/15,1.38,2015,Syracuse
3/29/15,1.29,2015,Syracuse
3/22/15,1.33,2015,Syracuse
3/15/15,1.36,2015,Syracuse
3/8/15,1.28,2015,Syracuse
3/1/15,1.32,2015,Syracuse
2/22/15,1.33,2015,Syracuse
2/15/15,1.35,2015,Syracuse
2/8/15,1.25,2015,Syracuse
2/1/15,1.26,2015,Syracuse
1/25/15,1.37,2015,Syracuse
1/18/15,1.4,2015,Syracuse
1/11/15,1.45,2015,Syracuse
1/4/15,1.33,2015,Syracuse
12/27/15,0.97,2015,Tampa
12/20/15,1.15,2015,Tampa
12/13/15,0.96,2015,Tampa
12/6/15,1.17,2015,Tampa
11/29/15,0.96,2015,Tampa
11/22/15,0.97,2015,Tampa
11/15/15,1.22,2015,Tampa
11/8/15,1.21,2015,Tampa
11/1/15,0.97,2015,Tampa
10/25/15,1.12,2015,Tampa
10/18/15,1.11,2015,Tampa
10/11/15,0.88,2015,Tampa
10/4/15,0.89,2015,Tampa
9/27/15,1.13,2015,Tampa
9/20/15,0.88,2015,Tampa
9/13/15,1.1,2015,Tampa
9/6/15,0.91,2015,Tampa
8/30/15,1.2,2015,Tampa
8/23/15,1.17,2015,Tampa
8/16/15,1.17,2015,Tampa
8/9/15,0.97,2015,Tampa
8/2/15,1.18,2015,Tampa
7/26/15,1.16,2015,Tampa
7/19/15,0.97,2015,Tampa
7/12/15,1.17,2015,Tampa
7/5/15,0.95,2015,Tampa
6/28/15,1.11,2015,Tampa
6/21/15,0.95,2015,Tampa
6/14/15,1.17,2015,Tampa
6/7/15,0.97,2015,Tampa
5/31/15,1.22,2015,Tampa
5/24/15,0.99,2015,Tampa
5/17/15,1.18,2015,Tampa
5/10/15,1.21,2015,Tampa
5/3/15,0.97,2015,Tampa
4/26/15,1.19,2015,Tampa
4/19/15,1.16,2015,Tampa
4/12/15,0.99,2015,Tampa
4/5/15,1.09,2015,Tampa
3/29/15,1.2,2015,Tampa
3/22/15,0.97,2015,Tampa
3/15/15,1.25,2015,Tampa
3/8/15,1.22,2015,Tampa
3/1/15,1,2015,Tampa
2/22/15,1.12,2015,Tampa
2/15/15,1.21,2015,Tampa
2/8/15,1.19,2015,Tampa
2/1/15,0.92,2015,Tampa
1/25/15,1.21,2015,Tampa
1/18/15,1.27,2015,Tampa
1/11/15,1.24,2015,Tampa
1/4/15,0.97,2015,Tampa
12/27/15,0.95,2015,TotalUS
12/20/15,0.98,2015,TotalUS
12/13/15,0.93,2015,TotalUS
12/6/15,0.89,2015,TotalUS
11/29/15,0.99,2015,TotalUS
11/22/15,0.96,2015,TotalUS
11/15/15,0.92,2015,TotalUS
11/8/15,0.97,2015,TotalUS
11/1/15,0.97,2015,TotalUS
10/25/15,1.04,2015,TotalUS
10/18/15,0.99,2015,TotalUS
10/11/15,1,2015,TotalUS
10/4/15,1.02,2015,TotalUS
9/27/15,1.03,2015,TotalUS
9/20/15,1.02,2015,TotalUS
9/13/15,1.03,2015,TotalUS
9/6/15,1.02,2015,TotalUS
8/30/15,1.07,2015,TotalUS
8/23/15,1.08,2015,TotalUS
8/16/15,1.05,2015,TotalUS
8/9/15,1.05,2015,TotalUS
8/2/15,1.09,2015,TotalUS
7/26/15,1.07,2015,TotalUS
7/19/15,1.07,2015,TotalUS
7/12/15,1.07,2015,TotalUS
7/5/15,1.04,2015,TotalUS
6/28/15,1.06,2015,TotalUS
6/21/15,1.02,2015,TotalUS
6/14/15,0.98,2015,TotalUS
6/7/15,1,2015,TotalUS
5/31/15,1.03,2015,TotalUS
5/24/15,1.04,2015,TotalUS
5/17/15,1.06,2015,TotalUS
5/10/15,1.02,2015,TotalUS
5/3/15,0.96,2015,TotalUS
4/26/15,1.07,2015,TotalUS
4/19/15,1.03,2015,TotalUS
4/12/15,1.02,2015,TotalUS
4/5/15,1.06,2015,TotalUS
3/29/15,1.04,2015,TotalUS
3/22/15,1.01,2015,TotalUS
3/15/15,1.04,2015,TotalUS
3/8/15,1.02,2015,TotalUS
3/1/15,0.97,2015,TotalUS
2/22/15,1.02,2015,TotalUS
2/15/15,1.03,2015,TotalUS
2/8/15,0.95,2015,TotalUS
2/1/15,0.89,2015,TotalUS
1/25/15,1.04,2015,TotalUS
1/18/15,1.03,2015,TotalUS
1/11/15,1.01,2015,TotalUS
1/4/15,0.95,2015,TotalUS
12/27/15,0.83,2015,West
12/20/15,0.88,2015,West
12/13/15,0.85,2015,West
12/6/15,0.75,2015,West
11/29/15,0.99,2015,West
11/22/15,0.92,2015,West
11/15/15,0.83,2015,West
11/8/15,0.88,2015,West
11/1/15,0.9,2015,West
10/25/15,0.95,2015,West
10/18/15,0.89,2015,West
10/11/15,0.91,2015,West
10/4/15,1,2015,West
9/27/15,0.97,2015,West
9/20/15,0.92,2015,West
9/13/15,0.92,2015,West
9/6/15,0.93,2015,West
8/30/15,1.03,2015,West
8/23/15,1.04,2015,West
8/16/15,0.98,2015,West
8/9/15,1.01,2015,West
8/2/15,1.02,2015,West
7/26/15,1.07,2015,West
7/19/15,1.04,2015,West
7/12/15,1.01,2015,West
7/5/15,0.98,2015,West
6/28/15,1.03,2015,West
6/21/15,0.93,2015,West
6/14/15,0.92,2015,West
6/7/15,0.92,2015,West
5/31/15,0.93,2015,West
5/24/15,0.93,2015,West
5/17/15,0.98,2015,West
5/10/15,0.94,2015,West
5/3/15,0.89,2015,West
4/26/15,0.9,2015,West
4/19/15,0.88,2015,West
4/12/15,0.98,2015,West
4/5/15,0.95,2015,West
3/29/15,0.93,2015,West
3/22/15,0.99,2015,West
3/15/15,0.94,2015,West
3/8/15,0.99,2015,West
3/1/15,0.95,2015,West
2/22/15,0.95,2015,West
2/15/15,0.98,2015,West
2/8/15,0.89,2015,West
2/1/15,0.84,2015,West
1/25/15,0.94,2015,West
1/18/15,0.96,2015,West
1/11/15,0.95,2015,West
1/4/15,0.89,2015,West
12/27/15,0.71,2015,WestTexNewMexico
12/20/15,0.83,2015,WestTexNewMexico
12/13/15,0.78,2015,WestTexNewMexico
12/6/15,0.74,2015,WestTexNewMexico
11/29/15,0.81,2015,WestTexNewMexico
11/22/15,0.78,2015,WestTexNewMexico
11/15/15,0.71,2015,WestTexNewMexico
11/8/15,0.76,2015,WestTexNewMexico
11/1/15,0.8,2015,WestTexNewMexico
10/25/15,0.82,2015,WestTexNewMexico
10/18/15,0.81,2015,WestTexNewMexico
10/11/15,0.89,2015,WestTexNewMexico
10/4/15,0.85,2015,WestTexNewMexico
9/27/15,0.79,2015,WestTexNewMexico
9/20/15,0.78,2015,WestTexNewMexico
9/13/15,0.75,2015,WestTexNewMexico
9/6/15,0.8,2015,WestTexNewMexico
8/30/15,0.82,2015,WestTexNewMexico
8/23/15,0.8,2015,WestTexNewMexico
8/16/15,0.77,2015,WestTexNewMexico
8/9/15,0.74,2015,WestTexNewMexico
8/2/15,0.79,2015,WestTexNewMexico
7/26/15,0.81,2015,WestTexNewMexico
7/19/15,0.76,2015,WestTexNewMexico
7/12/15,0.77,2015,WestTexNewMexico
7/5/15,0.78,2015,WestTexNewMexico
6/28/15,0.71,2015,WestTexNewMexico
6/21/15,0.74,2015,WestTexNewMexico
6/14/15,0.7,2015,WestTexNewMexico
6/7/15,0.68,2015,WestTexNewMexico
5/31/15,0.74,2015,WestTexNewMexico
5/24/15,0.75,2015,WestTexNewMexico
5/17/15,0.7,2015,WestTexNewMexico
5/10/15,0.71,2015,WestTexNewMexico
5/3/15,0.74,2015,WestTexNewMexico
4/26/15,0.74,2015,WestTexNewMexico
4/19/15,0.7,2015,WestTexNewMexico
4/12/15,0.76,2015,WestTexNewMexico
4/5/15,0.76,2015,WestTexNewMexico
3/29/15,0.74,2015,WestTexNewMexico
3/22/15,0.85,2015,WestTexNewMexico
3/15/15,0.75,2015,WestTexNewMexico
3/8/15,0.73,2015,WestTexNewMexico
3/1/15,0.84,2015,WestTexNewMexico
2/22/15,0.85,2015,WestTexNewMexico
2/15/15,0.78,2015,WestTexNewMexico
2/8/15,0.72,2015,WestTexNewMexico
2/1/15,0.71,2015,WestTexNewMexico
1/25/15,0.8,2015,WestTexNewMexico
1/18/15,0.8,2015,WestTexNewMexico
1/11/15,0.92,2015,WestTexNewMexico
1/4/15,0.75,2015,WestTexNewMexico
12/25/16,1.52,2016,Albany
12/18/16,1.53,2016,Albany
12/11/16,1.49,2016,Albany
12/4/16,1.48,2016,Albany
11/27/16,1.52,2016,Albany
11/20/16,1.56,2016,Albany
11/13/16,1.62,2016,Albany
11/6/16,1.63,2016,Albany
10/30/16,1.46,2016,Albany
10/23/16,1.19,2016,Albany
10/16/16,1.4,2016,Albany
10/9/16,1.13,2016,Albany
10/2/16,1.51,2016,Albany
9/25/16,1.62,2016,Albany
9/18/16,1.39,2016,Albany
9/11/16,1.37,2016,Albany
9/4/16,1.44,2016,Albany
8/28/16,1.18,2016,Albany
8/21/16,1.43,2016,Albany
8/14/16,1.2,2016,Albany
8/7/16,1.48,2016,Albany
7/31/16,1.61,2016,Albany
7/24/16,1.46,2016,Albany
7/17/16,1.31,2016,Albany
7/10/16,1.11,2016,Albany
7/3/16,1.42,2016,Albany
6/26/16,1.5,2016,Albany
6/19/16,1.42,2016,Albany
6/12/16,1.38,2016,Albany
6/5/16,1.47,2016,Albany
5/29/16,1.49,2016,Albany
5/22/16,1.34,2016,Albany
5/15/16,1.36,2016,Albany
5/8/16,1.27,2016,Albany
5/1/16,1.03,2016,Albany
4/24/16,1.18,2016,Albany
4/17/16,1.22,2016,Albany
4/10/16,1.46,2016,Albany
4/3/16,0.85,2016,Albany
3/27/16,1.49,2016,Albany
3/20/16,1.32,2016,Albany
3/13/16,1.18,2016,Albany
3/6/16,1.27,2016,Albany
2/28/16,1.26,2016,Albany
2/21/16,1.28,2016,Albany
2/14/16,1.13,2016,Albany
2/7/16,1.07,2016,Albany
1/31/16,1.16,2016,Albany
1/24/16,1.22,2016,Albany
1/17/16,1.26,2016,Albany
1/10/16,1.28,2016,Albany
1/3/16,1.03,2016,Albany
12/25/16,0.91,2016,Atlanta
12/18/16,0.94,2016,Atlanta
12/11/16,1.06,2016,Atlanta
12/4/16,1.03,2016,Atlanta
11/27/16,1.22,2016,Atlanta
11/20/16,1.14,2016,Atlanta
11/13/16,1.25,2016,Atlanta
11/6/16,1.29,2016,Atlanta
10/30/16,1.26,2016,Atlanta
10/23/16,1.23,2016,Atlanta
10/16/16,1.16,2016,Atlanta
10/9/16,1.23,2016,Atlanta
10/2/16,1.26,2016,Atlanta
9/25/16,1.26,2016,Atlanta
9/18/16,1.01,2016,Atlanta
9/11/16,0.9,2016,Atlanta
9/4/16,0.89,2016,Atlanta
8/28/16,0.95,2016,Atlanta
8/21/16,0.94,2016,Atlanta
8/14/16,0.87,2016,Atlanta
8/7/16,1.04,2016,Atlanta
7/31/16,0.98,2016,Atlanta
7/24/16,1,2016,Atlanta
7/17/16,1.01,2016,Atlanta
7/10/16,0.92,2016,Atlanta
7/3/16,0.77,2016,Atlanta
6/26/16,0.85,2016,Atlanta
6/19/16,0.78,2016,Atlanta
6/12/16,0.78,2016,Atlanta
6/5/16,0.75,2016,Atlanta
5/29/16,0.78,2016,Atlanta
5/22/16,0.79,2016,Atlanta
5/15/16,0.68,2016,Atlanta
5/8/16,0.81,2016,Atlanta
5/1/16,0.77,2016,Atlanta
4/24/16,0.79,2016,Atlanta
4/17/16,0.89,2016,Atlanta
4/10/16,0.83,2016,Atlanta
4/3/16,1.03,2016,Atlanta
3/27/16,0.98,2016,Atlanta
3/20/16,0.98,2016,Atlanta
3/13/16,0.9,2016,Atlanta
3/6/16,1.03,2016,Atlanta
2/28/16,0.9,2016,Atlanta
2/21/16,1.04,2016,Atlanta
2/14/16,0.97,2016,Atlanta
2/7/16,0.76,2016,Atlanta
1/31/16,1.04,2016,Atlanta
1/24/16,0.92,2016,Atlanta
1/17/16,1.04,2016,Atlanta
1/10/16,0.93,2016,Atlanta
1/3/16,1.05,2016,Atlanta
12/25/16,1.47,2016,BaltimoreWashington
12/18/16,1.21,2016,BaltimoreWashington
12/11/16,1.35,2016,BaltimoreWashington
12/4/16,1.41,2016,BaltimoreWashington
11/27/16,1.49,2016,BaltimoreWashington
11/20/16,1.6,2016,BaltimoreWashington
11/13/16,1.73,2016,BaltimoreWashington
11/6/16,1.8,2016,BaltimoreWashington
10/30/16,1.86,2016,BaltimoreWashington
10/23/16,1.85,2016,BaltimoreWashington
10/16/16,1.69,2016,BaltimoreWashington
10/9/16,1.59,2016,BaltimoreWashington
10/2/16,1.66,2016,BaltimoreWashington
9/25/16,1.58,2016,BaltimoreWashington
9/18/16,1.5,2016,BaltimoreWashington
9/11/16,1.34,2016,BaltimoreWashington
9/4/16,1.51,2016,BaltimoreWashington
8/28/16,1.57,2016,BaltimoreWashington
8/21/16,1.48,2016,BaltimoreWashington
8/14/16,1.52,2016,BaltimoreWashington
8/7/16,1.52,2016,BaltimoreWashington
7/31/16,1.65,2016,BaltimoreWashington
7/24/16,1.64,2016,BaltimoreWashington
7/17/16,1.47,2016,BaltimoreWashington
7/10/16,1.37,2016,BaltimoreWashington
7/3/16,1.38,2016,BaltimoreWashington
6/26/16,1.36,2016,BaltimoreWashington
6/19/16,1.37,2016,BaltimoreWashington
6/12/16,1.34,2016,BaltimoreWashington
6/5/16,1.33,2016,BaltimoreWashington
5/29/16,1.19,2016,BaltimoreWashington
5/22/16,1.19,2016,BaltimoreWashington
5/15/16,1.12,2016,BaltimoreWashington
5/8/16,0.95,2016,BaltimoreWashington
5/1/16,1.07,2016,BaltimoreWashington
4/24/16,1.13,2016,BaltimoreWashington
4/17/16,1.13,2016,BaltimoreWashington
4/10/16,1.12,2016,BaltimoreWashington
4/3/16,1.14,2016,BaltimoreWashington
3/27/16,1.19,2016,BaltimoreWashington
3/20/16,1.1,2016,BaltimoreWashington
3/13/16,1.18,2016,BaltimoreWashington
3/6/16,1.21,2016,BaltimoreWashington
2/28/16,1.12,2016,BaltimoreWashington
2/21/16,1.2,2016,BaltimoreWashington
2/14/16,1.11,2016,BaltimoreWashington
2/7/16,1.1,2016,BaltimoreWashington
1/31/16,1.11,2016,BaltimoreWashington
1/24/16,1.09,2016,BaltimoreWashington
1/17/16,1.17,2016,BaltimoreWashington
1/10/16,1.17,2016,BaltimoreWashington
1/3/16,1.11,2016,BaltimoreWashington
12/25/16,1.03,2016,Boise
12/18/16,1.02,2016,Boise
12/11/16,0.8,2016,Boise
12/4/16,1.01,2016,Boise
11/27/16,1.22,2016,Boise
11/20/16,1.27,2016,Boise
11/13/16,1.28,2016,Boise
11/6/16,1.37,2016,Boise
10/30/16,1.34,2016,Boise
10/23/16,1.17,2016,Boise
10/16/16,1.09,2016,Boise
10/9/16,1.03,2016,Boise
10/2/16,0.9,2016,Boise
9/25/16,0.91,2016,Boise
9/18/16,0.97,2016,Boise
9/11/16,0.89,2016,Boise
9/4/16,1.01,2016,Boise
8/28/16,0.99,2016,Boise
8/21/16,0.9,2016,Boise
8/14/16,0.93,2016,Boise
8/7/16,0.76,2016,Boise
7/31/16,0.78,2016,Boise
7/24/16,0.74,2016,Boise
7/17/16,0.7,2016,Boise
7/10/16,0.75,2016,Boise
7/3/16,0.77,2016,Boise
6/26/16,0.69,2016,Boise
6/19/16,0.7,2016,Boise
6/12/16,0.67,2016,Boise
6/5/16,0.63,2016,Boise
5/29/16,0.63,2016,Boise
5/22/16,0.65,2016,Boise
5/15/16,0.58,2016,Boise
5/8/16,0.61,2016,Boise
5/1/16,0.63,2016,Boise
4/24/16,0.65,2016,Boise
4/17/16,0.67,2016,Boise
4/10/16,0.82,2016,Boise
4/3/16,0.82,2016,Boise
3/27/16,0.81,2016,Boise
3/20/16,0.94,2016,Boise
3/13/16,0.83,2016,Boise
3/6/16,0.86,2016,Boise
2/28/16,0.89,2016,Boise
2/21/16,0.74,2016,Boise
2/14/16,0.94,2016,Boise
2/7/16,0.82,2016,Boise
1/31/16,0.94,2016,Boise
1/24/16,0.9,2016,Boise
1/17/16,0.92,2016,Boise
1/10/16,0.93,2016,Boise
1/3/16,0.77,2016,Boise
12/25/16,1.28,2016,Boston
12/18/16,1.09,2016,Boston
12/11/16,1.22,2016,Boston
12/4/16,1.26,2016,Boston
11/27/16,1.45,2016,Boston
11/20/16,1.39,2016,Boston
11/13/16,1.56,2016,Boston
11/6/16,1.62,2016,Boston
10/30/16,1.67,2016,Boston
10/23/16,1.58,2016,Boston
10/16/16,1.6,2016,Boston
10/9/16,1.49,2016,Boston
10/2/16,1.59,2016,Boston
9/25/16,1.53,2016,Boston
9/18/16,1.45,2016,Boston
9/11/16,1.27,2016,Boston
9/4/16,1.41,2016,Boston
8/28/16,1.37,2016,Boston
8/21/16,1.31,2016,Boston
8/14/16,1.29,2016,Boston
8/7/16,1.48,2016,Boston
7/31/16,1.61,2016,Boston
7/24/16,1.52,2016,Boston
7/17/16,1.56,2016,Boston
7/10/16,1.32,2016,Boston
7/3/16,1.38,2016,Boston
6/26/16,1.33,2016,Boston
6/19/16,1.32,2016,Boston
6/12/16,1.29,2016,Boston
6/5/16,1.26,2016,Boston
5/29/16,1.08,2016,Boston
5/22/16,1.05,2016,Boston
5/15/16,1.06,2016,Boston
5/8/16,0.85,2016,Boston
5/1/16,1.05,2016,Boston
4/24/16,1.07,2016,Boston
4/17/16,1.08,2016,Boston
4/10/16,0.99,2016,Boston
4/3/16,1.11,2016,Boston
3/27/16,1.08,2016,Boston
3/20/16,1.1,2016,Boston
3/13/16,1.05,2016,Boston
3/6/16,1.1,2016,Boston
2/28/16,1.08,2016,Boston
2/21/16,1.14,2016,Boston
2/14/16,0.98,2016,Boston
2/7/16,1.05,2016,Boston
1/31/16,1.03,2016,Boston
1/24/16,1.05,2016,Boston
1/17/16,1.02,2016,Boston
1/10/16,1.15,2016,Boston
1/3/16,1.01,2016,Boston
12/25/16,1.41,2016,BuffaloRochester
12/18/16,1.36,2016,BuffaloRochester
12/11/16,1.47,2016,BuffaloRochester
12/4/16,1.66,2016,BuffaloRochester
11/27/16,1.57,2016,BuffaloRochester
11/20/16,1.63,2016,BuffaloRochester
11/13/16,1.6,2016,BuffaloRochester
11/6/16,1.64,2016,BuffaloRochester
10/30/16,1.65,2016,BuffaloRochester
10/23/16,1.6,2016,BuffaloRochester
10/16/16,1.36,2016,BuffaloRochester
10/9/16,1.37,2016,BuffaloRochester
10/2/16,1.35,2016,BuffaloRochester
9/25/16,1.4,2016,BuffaloRochester
9/18/16,1.54,2016,BuffaloRochester
9/11/16,1.38,2016,BuffaloRochester
9/4/16,1.48,2016,BuffaloRochester
8/28/16,1.4,2016,BuffaloRochester
8/21/16,1.33,2016,BuffaloRochester
8/14/16,1.41,2016,BuffaloRochester
8/7/16,1.5,2016,BuffaloRochester
7/31/16,1.45,2016,BuffaloRochester
7/24/16,1.44,2016,BuffaloRochester
7/17/16,1.3,2016,BuffaloRochester
7/10/16,1.25,2016,BuffaloRochester
7/3/16,1.3,2016,BuffaloRochester
6/26/16,1.26,2016,BuffaloRochester
6/19/16,1.23,2016,BuffaloRochester
6/12/16,1.15,2016,BuffaloRochester
6/5/16,1.15,2016,BuffaloRochester
5/29/16,1.19,2016,BuffaloRochester
5/22/16,1.12,2016,BuffaloRochester
5/15/16,1.09,2016,BuffaloRochester
5/8/16,1.09,2016,BuffaloRochester
5/1/16,1.11,2016,BuffaloRochester
4/24/16,1.15,2016,BuffaloRochester
4/17/16,1.14,2016,BuffaloRochester
4/10/16,1.1,2016,BuffaloRochester
4/3/16,1.04,2016,BuffaloRochester
3/27/16,1.13,2016,BuffaloRochester
3/20/16,1.14,2016,BuffaloRochester
3/13/16,1.11,2016,BuffaloRochester
3/6/16,1.36,2016,BuffaloRochester
2/28/16,1.22,2016,BuffaloRochester
2/21/16,1.31,2016,BuffaloRochester
2/14/16,1.29,2016,BuffaloRochester
2/7/16,1.3,2016,BuffaloRochester
1/31/16,1.21,2016,BuffaloRochester
1/24/16,1.31,2016,BuffaloRochester
1/17/16,1.38,2016,BuffaloRochester
1/10/16,1.35,2016,BuffaloRochester
1/3/16,1.39,2016,BuffaloRochester
12/25/16,0.94,2016,California
12/18/16,0.95,2016,California
12/11/16,0.9,2016,California
12/4/16,0.98,2016,California
11/27/16,1.21,2016,California
11/20/16,1.32,2016,California
11/13/16,1.48,2016,California
11/6/16,1.68,2016,California
10/30/16,1.68,2016,California
10/23/16,1.39,2016,California
10/16/16,1.4,2016,California
10/9/16,1.34,2016,California
10/2/16,1.19,2016,California
9/25/16,1.15,2016,California
9/18/16,1.22,2016,California
9/11/16,1.12,2016,California
9/4/16,1.08,2016,California
8/28/16,0.99,2016,California
8/21/16,1.05,2016,California
8/14/16,1.07,2016,California
8/7/16,1.17,2016,California
7/31/16,1.22,2016,California
7/24/16,1.2,2016,California
7/17/16,1.14,2016,California
7/10/16,1.08,2016,California
7/3/16,1.1,2016,California
6/26/16,1.03,2016,California
6/19/16,1.06,2016,California
6/12/16,1.01,2016,California
6/5/16,0.94,2016,California
5/29/16,0.98,2016,California
5/22/16,0.9,2016,California
5/15/16,0.97,2016,California
5/8/16,0.79,2016,California
5/1/16,0.75,2016,California
4/24/16,0.84,2016,California
4/17/16,0.93,2016,California
4/10/16,0.94,2016,California
4/3/16,0.93,2016,California
3/27/16,0.93,2016,California
3/20/16,0.91,2016,California
3/13/16,0.96,2016,California
3/6/16,0.92,2016,California
2/28/16,0.89,2016,California
2/21/16,0.89,2016,California
2/14/16,0.82,2016,California
2/7/16,0.7,2016,California
1/31/16,0.88,2016,California
1/24/16,0.88,2016,California
1/17/16,0.9,2016,California
1/10/16,0.87,2016,California
1/3/16,0.73,2016,California
12/25/16,1.25,2016,Charlotte
12/18/16,1.24,2016,Charlotte
12/11/16,1.33,2016,Charlotte
12/4/16,1.34,2016,Charlotte
11/27/16,1.54,2016,Charlotte
11/20/16,1.57,2016,Charlotte
11/13/16,1.64,2016,Charlotte
11/6/16,1.57,2016,Charlotte
10/30/16,1.58,2016,Charlotte
10/23/16,1.52,2016,Charlotte
10/16/16,1.39,2016,Charlotte
10/9/16,1.51,2016,Charlotte
10/2/16,1.48,2016,Charlotte
9/25/16,1.47,2016,Charlotte
9/18/16,1.43,2016,Charlotte
9/11/16,1.42,2016,Charlotte
9/4/16,1.33,2016,Charlotte
8/28/16,1.4,2016,Charlotte
8/21/16,1.38,2016,Charlotte
8/14/16,1.4,2016,Charlotte
8/7/16,1.43,2016,Charlotte
7/31/16,1.48,2016,Charlotte
7/24/16,1.46,2016,Charlotte
7/17/16,1.43,2016,Charlotte
7/10/16,1.26,2016,Charlotte
7/3/16,1.2,2016,Charlotte
6/26/16,1.28,2016,Charlotte
6/19/16,1.21,2016,Charlotte
6/12/16,1.25,2016,Charlotte
6/5/16,1.25,2016,Charlotte
5/29/16,1.21,2016,Charlotte
5/22/16,1.26,2016,Charlotte
5/15/16,1.12,2016,Charlotte
5/8/16,1.05,2016,Charlotte
5/1/16,1.04,2016,Charlotte
4/24/16,1.12,2016,Charlotte
4/17/16,1.14,2016,Charlotte
4/10/16,1.1,2016,Charlotte
4/3/16,1.12,2016,Charlotte
3/27/16,1.14,2016,Charlotte
3/20/16,1.15,2016,Charlotte
3/13/16,1.05,2016,Charlotte
3/6/16,1.09,2016,Charlotte
2/28/16,1.05,2016,Charlotte
2/21/16,1.07,2016,Charlotte
2/14/16,1,2016,Charlotte
2/7/16,0.8,2016,Charlotte
1/31/16,0.95,2016,Charlotte
1/24/16,0.92,2016,Charlotte
1/17/16,0.98,2016,Charlotte
1/10/16,0.95,2016,Charlotte
1/3/16,0.96,2016,Charlotte
12/25/16,1.22,2016,Chicago
12/18/16,1.18,2016,Chicago
12/11/16,1.09,2016,Chicago
12/4/16,1.27,2016,Chicago
11/27/16,1.1,2016,Chicago
11/20/16,1.13,2016,Chicago
11/13/16,1.82,2016,Chicago
11/6/16,2.07,2016,Chicago
10/30/16,2.07,2016,Chicago
10/23/16,1.84,2016,Chicago
10/16/16,1.8,2016,Chicago
10/9/16,1.82,2016,Chicago
10/2/16,1.83,2016,Chicago
9/25/16,1.8,2016,Chicago
9/18/16,1.7,2016,Chicago
9/11/16,1.67,2016,Chicago
9/4/16,1.6,2016,Chicago
8/28/16,1.6,2016,Chicago
8/21/16,1.63,2016,Chicago
