Date,num_bags,year,region
7/19/15,43915.12,2015,Nashville
7/12/15,35029.7,2015,Nashville
7/5/15,44395.34,2015,Nashville
6/28/15,41366.23,2015,Nashville
6/21/15,51516.37,2015,Nashville
6/14/15,44678.04,2015,Nashville
6/7/15,40282.52,2015,Nashville
5/31/15,28738.48,2015,Nashville
5/24/15,30491.73,2015,Nashville
5/17/15,29553.43,2015,Nashville
5/10/15,28377.52,2015,Nashville
5/3/15,33653.27,2015,Nashville
4/26/15,24976.5,2015,Nashville
4/19/15,29135.28,2015,Nashville
4/12/15,24411.32,2015,Nashville
4/5/15,28395.27,2015,Nashville
3/29/15,26089.72,2015,Nashville
3/22/15,29424.89,2015,Nashville
3/15/15,26382.77,2015,Nashville
3/8/15,26514.22,2015,Nashville
3/1/15,27015.92,2015,Nashville
2/22/15,23321.89,2015,Nashville
2/15/15,23901.18,2015,Nashville
2/8/15,28126.02,2015,Nashville
2/1/15,29612.86,2015,Nashville
1/25/15,25973.12,2015,Nashville
1/18/15,25636.88,2015,Nashville
1/11/15,25244.96,2015,Nashville
1/4/15,25514.31,2015,Nashville
12/27/15,63153.04,2015,NewOrleansMobile
12/20/15,62784.09,2015,NewOrleansMobile
12/13/15,52875.54,2015,NewOrleansMobile
12/6/15,45662.47,2015,NewOrleansMobile
11/29/15,55299.38,2015,NewOrleansMobile
11/22/15,60224.78,2015,NewOrleansMobile
11/15/15,60127.39,2015,NewOrleansMobile
11/8/15,53203.11,2015,NewOrleansMobile
11/1/15,58508.19,2015,NewOrleansMobile
10/25/15,55281.08,2015,NewOrleansMobile
10/18/15,62424.19,2015,NewOrleansMobile
10/11/15,64726.02,2015,NewOrleansMobile
10/4/15,67519.32,2015,NewOrleansMobile
9/27/15,57247.33,2015,NewOrleansMobile
9/20/15,63217.52,2015,NewOrleansMobile
9/13/15,59446.3,2015,NewOrleansMobile
9/6/15,72866.95,2015,NewOrleansMobile
8/30/15,72492.97,2015,NewOrleansMobile
8/23/15,66738.62,2015,NewOrleansMobile
8/16/15,77862.64,2015,NewOrleansMobile
8/9/15,78462.86,2015,NewOrleansMobile
8/2/15,71226.18,2015,NewOrleansMobile
7/26/15,64500.27,2015,NewOrleansMobile
7/19/15,70840.03,2015,NewOrleansMobile
7/12/15,67711.28,2015,NewOrleansMobile
7/5/15,88003.25,2015,NewOrleansMobile
6/28/15,79188.15,2015,NewOrleansMobile
6/21/15,95352.92,2015,NewOrleansMobile
6/14/15,84988.85,2015,NewOrleansMobile
6/7/15,93290.27,2015,NewOrleansMobile
5/31/15,71581.14,2015,NewOrleansMobile
5/24/15,78697.8,2015,NewOrleansMobile
5/17/15,74870.07,2015,NewOrleansMobile
5/10/15,71530.63,2015,NewOrleansMobile
5/3/15,90612.57,2015,NewOrleansMobile
4/26/15,76712.86,2015,NewOrleansMobile
4/19/15,77990.72,2015,NewOrleansMobile
4/12/15,60210.27,2015,NewOrleansMobile
4/5/15,62911.64,2015,NewOrleansMobile
3/29/15,66128.37,2015,NewOrleansMobile
3/22/15,77003.82,2015,NewOrleansMobile
3/15/15,62466.03,2015,NewOrleansMobile
3/8/15,72616.8,2015,NewOrleansMobile
3/1/15,69213.28,2015,NewOrleansMobile
2/22/15,66214.87,2015,NewOrleansMobile
2/15/15,62663.62,2015,NewOrleansMobile
2/8/15,63558.12,2015,NewOrleansMobile
2/1/15,84349.1,2015,NewOrleansMobile
1/25/15,69524.6,2015,NewOrleansMobile
1/18/15,64197.94,2015,NewOrleansMobile
1/11/15,62815.17,2015,NewOrleansMobile
1/4/15,60062.94,2015,NewOrleansMobile
12/27/15,242666.68,2015,NewYork
12/20/15,257139.12,2015,NewYork
12/13/15,261652.47,2015,NewYork
12/6/15,164640.74,2015,NewYork
11/29/15,170082.08,2015,NewYork
11/22/15,190226.47,2015,NewYork
11/15/15,225327.84,2015,NewYork
11/8/15,287368.02,2015,NewYork
11/1/15,238141.21,2015,NewYork
10/25/15,239305.85,2015,NewYork
10/18/15,232925.94,2015,NewYork
10/11/15,291019.03,2015,NewYork
10/4/15,261493,2015,NewYork
9/27/15,243521.35,2015,NewYork
9/20/15,262288.13,2015,NewYork
9/13/15,249522.08,2015,NewYork
9/6/15,245037.41,2015,NewYork
8/30/15,248566.36,2015,NewYork
8/23/15,231864.49,2015,NewYork
8/16/15,223383.83,2015,NewYork
8/9/15,249029.47,2015,NewYork
8/2/15,251358.48,2015,NewYork
7/26/15,280464.51,2015,NewYork
7/19/15,304967.64,2015,NewYork
7/12/15,354358.67,2015,NewYork
7/5/15,346630.58,2015,NewYork
6/28/15,346716.06,2015,NewYork
6/21/15,330913.35,2015,NewYork
6/14/15,404479.55,2015,NewYork
6/7/15,356187.72,2015,NewYork
5/31/15,389227.77,2015,NewYork
5/24/15,387861.93,2015,NewYork
5/17/15,360824.94,2015,NewYork
5/10/15,374369.29,2015,NewYork
5/3/15,333131.79,2015,NewYork
4/26/15,340354.69,2015,NewYork
4/19/15,382749.7,2015,NewYork
4/12/15,298956.93,2015,NewYork
4/5/15,312567.62,2015,NewYork
3/29/15,278150.1,2015,NewYork
3/22/15,283375.45,2015,NewYork
3/15/15,323761.5,2015,NewYork
3/8/15,339799.82,2015,NewYork
3/1/15,289988.49,2015,NewYork
2/22/15,309388.56,2015,NewYork
2/15/15,289359.35,2015,NewYork
2/8/15,317964.5,2015,NewYork
2/1/15,323358.53,2015,NewYork
1/25/15,313450.45,2015,NewYork
1/18/15,272986.43,2015,NewYork
1/11/15,285498.61,2015,NewYork
1/4/15,249495.69,2015,NewYork
12/27/15,737425.66,2015,Northeast
12/20/15,771939.46,2015,Northeast
12/13/15,758446.17,2015,Northeast
12/6/15,588521.8,2015,Northeast
11/29/15,555230.06,2015,Northeast
11/22/15,626738.42,2015,Northeast
11/15/15,707396.63,2015,Northeast
11/8/15,781895.19,2015,Northeast
11/1/15,780893.62,2015,Northeast
10/25/15,775888.9,2015,Northeast
10/18/15,742234.48,2015,Northeast
10/11/15,832068.41,2015,Northeast
10/4/15,800321.68,2015,Northeast
9/27/15,682854.15,2015,Northeast
9/20/15,751988.48,2015,Northeast
9/13/15,740533.23,2015,Northeast
9/6/15,754549.46,2015,Northeast
8/30/15,740291.22,2015,Northeast
8/23/15,739215.62,2015,Northeast
8/16/15,733613.13,2015,Northeast
8/9/15,777021.96,2015,Northeast
8/2/15,794064.2,2015,Northeast
7/26/15,883031.61,2015,Northeast
7/19/15,967205.69,2015,Northeast
7/12/15,1216976.6,2015,Northeast
7/5/15,1312115.77,2015,Northeast
6/28/15,1252367.02,2015,Northeast
6/21/15,1120373.14,2015,Northeast
6/14/15,1406275.3,2015,Northeast
6/7/15,1188680.28,2015,Northeast
5/31/15,1253507.02,2015,Northeast
5/24/15,1328704.27,2015,Northeast
5/17/15,1244427.66,2015,Northeast
5/10/15,1210170.12,2015,Northeast
5/3/15,1088403.62,2015,Northeast
4/26/15,1035648.21,2015,Northeast
4/19/15,1115911.35,2015,Northeast
4/12/15,1001738.9,2015,Northeast
4/5/15,954229.55,2015,Northeast
3/29/15,851860.36,2015,Northeast
3/22/15,869687.19,2015,Northeast
3/15/15,936644.39,2015,Northeast
3/8/15,1017429.27,2015,Northeast
3/1/15,894348.37,2015,Northeast
2/22/15,940038.24,2015,Northeast
2/15/15,929791.25,2015,Northeast
2/8/15,965974.48,2015,Northeast
2/1/15,1006703.42,2015,Northeast
1/25/15,1004627.94,2015,Northeast
1/18/15,868986.62,2015,Northeast
1/11/15,881104.32,2015,Northeast
1/4/15,764351.66,2015,Northeast
12/27/15,39602.96,2015,NorthernNewEngland
12/20/15,45911.51,2015,NorthernNewEngland
12/13/15,35319.62,2015,NorthernNewEngland
12/6/15,38140.59,2015,NorthernNewEngland
11/29/15,34725.57,2015,NorthernNewEngland
11/22/15,40780.57,2015,NorthernNewEngland
11/15/15,47080.01,2015,NorthernNewEngland
11/8/15,33770.89,2015,NorthernNewEngland
11/1/15,65281.14,2015,NorthernNewEngland
10/25/15,43066.49,2015,NorthernNewEngland
10/18/15,37551.02,2015,NorthernNewEngland
10/11/15,43108.05,2015,NorthernNewEngland
10/4/15,40649.51,2015,NorthernNewEngland
9/27/15,28024.32,2015,NorthernNewEngland
9/20/15,49249.26,2015,NorthernNewEngland
9/13/15,52903.22,2015,NorthernNewEngland
9/6/15,48438.75,2015,NorthernNewEngland
8/30/15,54650.81,2015,NorthernNewEngland
8/23/15,58875.69,2015,NorthernNewEngland
8/16/15,65208.52,2015,NorthernNewEngland
8/9/15,52404.14,2015,NorthernNewEngland
8/2/15,66056.2,2015,NorthernNewEngland
7/26/15,73522.7,2015,NorthernNewEngland
7/19/15,62451.94,2015,NorthernNewEngland
7/12/15,148840.39,2015,NorthernNewEngland
7/5/15,176818.96,2015,NorthernNewEngland
6/28/15,152474.29,2015,NorthernNewEngland
6/21/15,108756.94,2015,NorthernNewEngland
6/14/15,162093.57,2015,NorthernNewEngland
6/7/15,110774.35,2015,NorthernNewEngland
5/31/15,97960.94,2015,NorthernNewEngland
5/24/15,137204.86,2015,NorthernNewEngland
5/17/15,131916.01,2015,NorthernNewEngland
5/10/15,71634.08,2015,NorthernNewEngland
5/3/15,60372.3,2015,NorthernNewEngland
4/26/15,56276.09,2015,NorthernNewEngland
4/19/15,59937.61,2015,NorthernNewEngland
4/12/15,89721.5,2015,NorthernNewEngland
4/5/15,54403.15,2015,NorthernNewEngland
3/29/15,37964.11,2015,NorthernNewEngland
3/22/15,48050.17,2015,NorthernNewEngland
3/15/15,48433.02,2015,NorthernNewEngland
3/8/15,50908.82,2015,NorthernNewEngland
3/1/15,42880.02,2015,NorthernNewEngland
2/22/15,43742.64,2015,NorthernNewEngland
2/15/15,53466.02,2015,NorthernNewEngland
2/8/15,50852.58,2015,NorthernNewEngland
2/1/15,46670.1,2015,NorthernNewEngland
1/25/15,53547.65,2015,NorthernNewEngland
1/18/15,64770.92,2015,NorthernNewEngland
1/11/15,44863.79,2015,NorthernNewEngland
1/4/15,52490.37,2015,NorthernNewEngland
12/27/15,73781.31,2015,Orlando
12/20/15,53005.58,2015,Orlando
12/13/15,67992.66,2015,Orlando
12/6/15,42163.27,2015,Orlando
11/29/15,51276.67,2015,Orlando
11/22/15,60802.83,2015,Orlando
11/15/15,50391.31,2015,Orlando
11/8/15,49479.56,2015,Orlando
11/1/15,72567.19,2015,Orlando
10/25/15,47882.36,2015,Orlando
10/18/15,49234.66,2015,Orlando
10/11/15,66806.6,2015,Orlando
10/4/15,74081.45,2015,Orlando
9/27/15,46212.68,2015,Orlando
9/20/15,76241.81,2015,Orlando
9/13/15,56837.79,2015,Orlando
9/6/15,86221.59,2015,Orlando
8/30/15,63273.58,2015,Orlando
8/23/15,63317.35,2015,Orlando
8/16/15,64382.93,2015,Orlando
8/9/15,81232.5,2015,Orlando
8/2/15,60259.72,2015,Orlando
7/26/15,60386.34,2015,Orlando
7/19/15,79609.51,2015,Orlando
7/12/15,58395.25,2015,Orlando
7/5/15,95423.88,2015,Orlando
6/28/15,80757.08,2015,Orlando
6/21/15,92609.27,2015,Orlando
6/14/15,75173.5,2015,Orlando
6/7/15,86061.13,2015,Orlando
5/31/15,55906.05,2015,Orlando
5/24/15,76278.08,2015,Orlando
5/17/15,54407.98,2015,Orlando
5/10/15,51717.03,2015,Orlando
5/3/15,95445.05,2015,Orlando
4/26/15,56809.87,2015,Orlando
4/19/15,54827.73,2015,Orlando
4/12/15,71780.19,2015,Orlando
4/5/15,63600.61,2015,Orlando
3/29/15,47398.55,2015,Orlando
3/22/15,73045.9,2015,Orlando
3/15/15,49846.38,2015,Orlando
3/8/15,49331.49,2015,Orlando
3/1/15,61957.64,2015,Orlando
2/22/15,53147.1,2015,Orlando
2/15/15,44375.38,2015,Orlando
2/8/15,42392.17,2015,Orlando
2/1/15,80264.72,2015,Orlando
1/25/15,48864.81,2015,Orlando
1/18/15,43569.17,2015,Orlando
1/11/15,43410.02,2015,Orlando
1/4/15,52719.49,2015,Orlando
12/27/15,89292.89,2015,Philadelphia
12/20/15,98302.52,2015,Philadelphia
12/13/15,94649.63,2015,Philadelphia
12/6/15,75010.31,2015,Philadelphia
11/29/15,67938.12,2015,Philadelphia
11/22/15,80592.91,2015,Philadelphia
11/15/15,85346.19,2015,Philadelphia
11/8/15,92267.09,2015,Philadelphia
11/1/15,90086.72,2015,Philadelphia
10/25/15,94916.51,2015,Philadelphia
10/18/15,92670.88,2015,Philadelphia
10/11/15,103675.87,2015,Philadelphia
10/4/15,104610.89,2015,Philadelphia
9/27/15,97946.15,2015,Philadelphia
9/20/15,94858.12,2015,Philadelphia
9/13/15,91927.28,2015,Philadelphia
9/6/15,97929.43,2015,Philadelphia
8/30/15,95910.31,2015,Philadelphia
8/23/15,90761.35,2015,Philadelphia
8/16/15,86244.48,2015,Philadelphia
8/9/15,95410.3,2015,Philadelphia
8/2/15,93959.69,2015,Philadelphia
7/26/15,103353.68,2015,Philadelphia
7/19/15,115527.52,2015,Philadelphia
7/12/15,121261.71,2015,Philadelphia
7/5/15,136666.84,2015,Philadelphia
6/28/15,127826.72,2015,Philadelphia
6/21/15,128855.48,2015,Philadelphia
6/14/15,150847.4,2015,Philadelphia
6/7/15,132948.73,2015,Philadelphia
5/31/15,146361.56,2015,Philadelphia
5/24/15,146344.69,2015,Philadelphia
5/17/15,129556.3,2015,Philadelphia
5/10/15,134165.69,2015,Philadelphia
5/3/15,124874.01,2015,Philadelphia
4/26/15,117693.87,2015,Philadelphia
4/19/15,128778.14,2015,Philadelphia
4/12/15,108780.22,2015,Philadelphia
4/5/15,108167.08,2015,Philadelphia
3/29/15,100706.58,2015,Philadelphia
3/22/15,98706.55,2015,Philadelphia
3/15/15,116220.12,2015,Philadelphia
3/8/15,121768.61,2015,Philadelphia
3/1/15,107527.31,2015,Philadelphia
2/22/15,117031.82,2015,Philadelphia
2/15/15,107117.77,2015,Philadelphia
2/8/15,113793.17,2015,Philadelphia
2/1/15,119325.59,2015,Philadelphia
1/25/15,126670.39,2015,Philadelphia
1/18/15,105386.55,2015,Philadelphia
1/11/15,101558.06,2015,Philadelphia
1/4/15,86647.87,2015,Philadelphia
12/27/15,100891.8,2015,PhoenixTucson
12/20/15,97475.33,2015,PhoenixTucson
12/13/15,110082.85,2015,PhoenixTucson
12/6/15,60258.38,2015,PhoenixTucson
11/29/15,57662.53,2015,PhoenixTucson
11/22/15,64644.27,2015,PhoenixTucson
11/15/15,63651.99,2015,PhoenixTucson
11/8/15,62686.12,2015,PhoenixTucson
11/1/15,62363.88,2015,PhoenixTucson
10/25/15,64616.17,2015,PhoenixTucson
10/18/15,68190.77,2015,PhoenixTucson
10/11/15,71958.63,2015,PhoenixTucson
10/4/15,82685.54,2015,PhoenixTucson
9/27/15,60035.27,2015,PhoenixTucson
9/20/15,72211.55,2015,PhoenixTucson
9/13/15,184333.58,2015,PhoenixTucson
9/6/15,153645.11,2015,PhoenixTucson
8/30/15,84814.48,2015,PhoenixTucson
8/23/15,77455.61,2015,PhoenixTucson
8/16/15,134721.67,2015,PhoenixTucson
8/9/15,124788.86,2015,PhoenixTucson
8/2/15,124508.92,2015,PhoenixTucson
7/26/15,110773.22,2015,PhoenixTucson
7/19/15,115356.09,2015,PhoenixTucson
7/12/15,120165.04,2015,PhoenixTucson
7/5/15,135007.13,2015,PhoenixTucson
6/28/15,106701.94,2015,PhoenixTucson
6/21/15,122109.28,2015,PhoenixTucson
6/14/15,122309.95,2015,PhoenixTucson
6/7/15,122272.51,2015,PhoenixTucson
5/31/15,111990.65,2015,PhoenixTucson
5/24/15,106093.45,2015,PhoenixTucson
5/17/15,101431.12,2015,PhoenixTucson
5/10/15,108781.92,2015,PhoenixTucson
5/3/15,104421.65,2015,PhoenixTucson
4/26/15,94537.77,2015,PhoenixTucson
4/19/15,97564.37,2015,PhoenixTucson
4/12/15,85777.92,2015,PhoenixTucson
4/5/15,82912.63,2015,PhoenixTucson
3/29/15,67462.2,2015,PhoenixTucson
3/22/15,60883.78,2015,PhoenixTucson
3/15/15,67422.51,2015,PhoenixTucson
3/8/15,68487.04,2015,PhoenixTucson
3/1/15,64435.76,2015,PhoenixTucson
2/22/15,67730.71,2015,PhoenixTucson
2/15/15,71351.98,2015,PhoenixTucson
2/8/15,79618.55,2015,PhoenixTucson
2/1/15,82437.73,2015,PhoenixTucson
1/25/15,75561.02,2015,PhoenixTucson
1/18/15,70788.61,2015,PhoenixTucson
1/11/15,66305.28,2015,PhoenixTucson
1/4/15,92499.06,2015,PhoenixTucson
12/27/15,25060.99,2015,Pittsburgh
12/20/15,26066.51,2015,Pittsburgh
12/13/15,24468.56,2015,Pittsburgh
12/6/15,17594.3,2015,Pittsburgh
11/29/15,16517.66,2015,Pittsburgh
11/22/15,18248.33,2015,Pittsburgh
11/15/15,19392.22,2015,Pittsburgh
11/8/15,34534.21,2015,Pittsburgh
11/1/15,17835.82,2015,Pittsburgh
10/25/15,24616.77,2015,Pittsburgh
10/18/15,23740.41,2015,Pittsburgh
10/11/15,21715.58,2015,Pittsburgh
10/4/15,16593.05,2015,Pittsburgh
9/27/15,25919.02,2015,Pittsburgh
9/20/15,28426.96,2015,Pittsburgh
9/13/15,29623.33,2015,Pittsburgh
9/6/15,32403.84,2015,Pittsburgh
8/30/15,28656.28,2015,Pittsburgh
8/23/15,29055.01,2015,Pittsburgh
8/16/15,31222.95,2015,Pittsburgh
8/9/15,41787.4,2015,Pittsburgh
8/2/15,29516.38,2015,Pittsburgh
7/26/15,26187.71,2015,Pittsburgh
7/19/15,26651.84,2015,Pittsburgh
7/12/15,24019.53,2015,Pittsburgh
7/5/15,41505.82,2015,Pittsburgh
6/28/15,43528.03,2015,Pittsburgh
6/21/15,39029.98,2015,Pittsburgh
6/14/15,43460.25,2015,Pittsburgh
6/7/15,37523.11,2015,Pittsburgh
5/31/15,34581.71,2015,Pittsburgh
5/24/15,58265.7,2015,Pittsburgh
5/17/15,31811.59,2015,Pittsburgh
5/10/15,30450.96,2015,Pittsburgh
5/3/15,52968.31,2015,Pittsburgh
4/26/15,32543.11,2015,Pittsburgh
4/19/15,29235.06,2015,Pittsburgh
4/12/15,27667.08,2015,Pittsburgh
4/5/15,23849.53,2015,Pittsburgh
3/29/15,14146.62,2015,Pittsburgh
3/22/15,17814.28,2015,Pittsburgh
3/15/15,23563.41,2015,Pittsburgh
3/8/15,37704.08,2015,Pittsburgh
3/1/15,24342.77,2015,Pittsburgh
2/22/15,24832.45,2015,Pittsburgh
2/15/15,24336.58,2015,Pittsburgh
2/8/15,26110.75,2015,Pittsburgh
2/1/15,31870.24,2015,Pittsburgh
1/25/15,24416.8,2015,Pittsburgh
1/18/15,19359.33,2015,Pittsburgh
1/11/15,18068.15,2015,Pittsburgh
1/4/15,14925.18,2015,Pittsburgh
12/27/15,305294.16,2015,Plains
12/20/15,273908.59,2015,Plains
12/13/15,295915.03,2015,Plains
12/6/15,258550.08,2015,Plains
11/29/15,263489.68,2015,Plains
11/22/15,278062.6,2015,Plains
11/15/15,287218.66,2015,Plains
11/8/15,284193.27,2015,Plains
11/1/15,279410.25,2015,Plains
10/25/15,252026.43,2015,Plains
10/18/15,272685.3,2015,Plains
10/11/15,261635.43,2015,Plains
10/4/15,235041.31,2015,Plains
9/27/15,233797.53,2015,Plains
9/20/15,253447.75,2015,Plains
9/13/15,292538.17,2015,Plains
9/6/15,294901.44,2015,Plains
8/30/15,289454.67,2015,Plains
8/23/15,287126.69,2015,Plains
8/16/15,292735.89,2015,Plains
8/9/15,296214.97,2015,Plains
8/2/15,291685.02,2015,Plains
7/26/15,315858.91,2015,Plains
7/19/15,348617.23,2015,Plains
7/12/15,310580.92,2015,Plains
7/5/15,413266.21,2015,Plains
6/28/15,371995.31,2015,Plains
6/21/15,375649.64,2015,Plains
6/14/15,386476.34,2015,Plains
6/7/15,356482.08,2015,Plains
5/31/15,337124.7,2015,Plains
5/24/15,342974.37,2015,Plains
5/17/15,312540.76,2015,Plains
5/10/15,349757.6,2015,Plains
5/3/15,321411.5,2015,Plains
4/26/15,292763.12,2015,Plains
4/19/15,279933,2015,Plains
4/12/15,253094.7,2015,Plains
4/5/15,321150.02,2015,Plains
3/29/15,294229.04,2015,Plains
3/22/15,304301.88,2015,Plains
3/15/15,304904.94,2015,Plains
3/8/15,271059.63,2015,Plains
3/1/15,292807.55,2015,Plains
2/22/15,278266.03,2015,Plains
2/15/15,233302.27,2015,Plains
2/8/15,214140.34,2015,Plains
2/1/15,237852.92,2015,Plains
1/25/15,201319.44,2015,Plains
1/18/15,208774.76,2015,Plains
1/11/15,207260.73,2015,Plains
1/4/15,178834.99,2015,Plains
12/27/15,182057.05,2015,Portland
12/20/15,185649.45,2015,Portland
12/13/15,159304.83,2015,Portland
12/6/15,369224.37,2015,Portland
11/29/15,147728.56,2015,Portland
11/22/15,151241.84,2015,Portland
11/15/15,268718.74,2015,Portland
11/8/15,138777.63,2015,Portland
11/1/15,130546.65,2015,Portland
10/25/15,180363.08,2015,Portland
10/18/15,120076.92,2015,Portland
10/11/15,217371.85,2015,Portland
10/4/15,99750.32,2015,Portland
9/27/15,124637.29,2015,Portland
9/20/15,140761.55,2015,Portland
9/13/15,116632.54,2015,Portland
9/6/15,88635.44,2015,Portland
8/30/15,73954.47,2015,Portland
8/23/15,102045.9,2015,Portland
8/16/15,78920.77,2015,Portland
8/9/15,71330.02,2015,Portland
8/2/15,69771.31,2015,Portland
7/26/15,66375.24,2015,Portland
7/19/15,61655.47,2015,Portland
7/12/15,99285.92,2015,Portland
7/5/15,62996.2,2015,Portland
6/28/15,66678.86,2015,Portland
6/21/15,91721.74,2015,Portland
6/14/15,100409.39,2015,Portland
6/7/15,90828.09,2015,Portland
5/31/15,106764.41,2015,Portland
5/24/15,104967.35,2015,Portland
5/17/15,94881.97,2015,Portland
5/10/15,121651.82,2015,Portland
5/3/15,94925.13,2015,Portland
4/26/15,94309.71,2015,Portland
4/19/15,115499.66,2015,Portland
4/12/15,67404.32,2015,Portland
4/5/15,73791.63,2015,Portland
3/29/15,57634.42,2015,Portland
3/22/15,42332,2015,Portland
3/15/15,58756.28,2015,Portland
3/8/15,52975.38,2015,Portland
3/1/15,83724.44,2015,Portland
2/22/15,74647.23,2015,Portland
2/15/15,53934.48,2015,Portland
2/8/15,40125.46,2015,Portland
2/1/15,59749.8,2015,Portland
1/25/15,58282.2,2015,Portland
1/18/15,48187.39,2015,Portland
1/11/15,72844.44,2015,Portland
1/4/15,76559.75,2015,Portland
12/27/15,53099.59,2015,RaleighGreensboro
12/20/15,46870.95,2015,RaleighGreensboro
12/13/15,45929.66,2015,RaleighGreensboro
12/6/15,45323.34,2015,RaleighGreensboro
11/29/15,41941.45,2015,RaleighGreensboro
11/22/15,33965.32,2015,RaleighGreensboro
11/15/15,35806.16,2015,RaleighGreensboro
11/8/15,41447.22,2015,RaleighGreensboro
11/1/15,48799.78,2015,RaleighGreensboro
10/25/15,46227.43,2015,RaleighGreensboro
10/18/15,49953.39,2015,RaleighGreensboro
10/11/15,50755.47,2015,RaleighGreensboro
10/4/15,36510.5,2015,RaleighGreensboro
9/27/15,35429.8,2015,RaleighGreensboro
9/20/15,55341.44,2015,RaleighGreensboro
9/13/15,81905.93,2015,RaleighGreensboro
9/6/15,84577.81,2015,RaleighGreensboro
8/30/15,97524.71,2015,RaleighGreensboro
8/23/15,111927.84,2015,RaleighGreensboro
8/16/15,83623.99,2015,RaleighGreensboro
8/9/15,81636.45,2015,RaleighGreensboro
8/2/15,84548.09,2015,RaleighGreensboro
7/26/15,87245.46,2015,RaleighGreensboro
7/19/15,91422.77,2015,RaleighGreensboro
7/12/15,87823.46,2015,RaleighGreensboro
7/5/15,89649.71,2015,RaleighGreensboro
6/28/15,86923.34,2015,RaleighGreensboro
6/21/15,89724,2015,RaleighGreensboro
6/14/15,89973.86,2015,RaleighGreensboro
6/7/15,83374.53,2015,RaleighGreensboro
5/31/15,80818.61,2015,RaleighGreensboro
5/24/15,77201.14,2015,RaleighGreensboro
5/17/15,81190.15,2015,RaleighGreensboro
5/10/15,92389.81,2015,RaleighGreensboro
5/3/15,75045.87,2015,RaleighGreensboro
4/26/15,82673.58,2015,RaleighGreensboro
4/19/15,93048.28,2015,RaleighGreensboro
4/12/15,93425.98,2015,RaleighGreensboro
4/5/15,86015.69,2015,RaleighGreensboro
3/29/15,67329.3,2015,RaleighGreensboro
3/22/15,68437.27,2015,RaleighGreensboro
3/15/15,68301.38,2015,RaleighGreensboro
3/8/15,65638.05,2015,RaleighGreensboro
3/1/15,68052.73,2015,RaleighGreensboro
2/22/15,54365.07,2015,RaleighGreensboro
2/15/15,60996.87,2015,RaleighGreensboro
2/8/15,73022.33,2015,RaleighGreensboro
2/1/15,61014.39,2015,RaleighGreensboro
1/25/15,76676.23,2015,RaleighGreensboro
1/18/15,60466.47,2015,RaleighGreensboro
1/11/15,66316.08,2015,RaleighGreensboro
1/4/15,55663.83,2015,RaleighGreensboro
12/27/15,40778.79,2015,RichmondNorfolk
12/20/15,33995.68,2015,RichmondNorfolk
12/13/15,34365.83,2015,RichmondNorfolk
12/6/15,26733.72,2015,RichmondNorfolk
11/29/15,23240.4,2015,RichmondNorfolk
11/22/15,27741.68,2015,RichmondNorfolk
11/15/15,30101.25,2015,RichmondNorfolk
11/8/15,30658.71,2015,RichmondNorfolk
11/1/15,30561.3,2015,RichmondNorfolk
10/25/15,28386.13,2015,RichmondNorfolk
10/18/15,27556.65,2015,RichmondNorfolk
10/11/15,29386.28,2015,RichmondNorfolk
10/4/15,30814.53,2015,RichmondNorfolk
9/27/15,23905.77,2015,RichmondNorfolk
9/20/15,34710.17,2015,RichmondNorfolk
9/13/15,44222.78,2015,RichmondNorfolk
9/6/15,48355.89,2015,RichmondNorfolk
8/30/15,45766.79,2015,RichmondNorfolk
8/23/15,46959.56,2015,RichmondNorfolk
8/16/15,44672.22,2015,RichmondNorfolk
8/9/15,44376.09,2015,RichmondNorfolk
8/2/15,43712.9,2015,RichmondNorfolk
7/26/15,50052.4,2015,RichmondNorfolk
7/19/15,53881.89,2015,RichmondNorfolk
7/12/15,50900.73,2015,RichmondNorfolk
7/5/15,59456.82,2015,RichmondNorfolk
6/28/15,55431.61,2015,RichmondNorfolk
6/21/15,58619.28,2015,RichmondNorfolk
6/14/15,62286.69,2015,RichmondNorfolk
6/7/15,62583.4,2015,RichmondNorfolk
5/31/15,58556.59,2015,RichmondNorfolk
5/24/15,59553.69,2015,RichmondNorfolk
5/17/15,56076.29,2015,RichmondNorfolk
5/10/15,64086.74,2015,RichmondNorfolk
5/3/15,53432.41,2015,RichmondNorfolk
4/26/15,50108.57,2015,RichmondNorfolk
4/19/15,53735.19,2015,RichmondNorfolk
4/12/15,46257.71,2015,RichmondNorfolk
4/5/15,46779.93,2015,RichmondNorfolk
3/29/15,43299.69,2015,RichmondNorfolk
3/22/15,48873.4,2015,RichmondNorfolk
3/15/15,44199.13,2015,RichmondNorfolk
3/8/15,51568.09,2015,RichmondNorfolk
3/1/15,47068.95,2015,RichmondNorfolk
2/22/15,43386.55,2015,RichmondNorfolk
2/15/15,47574.75,2015,RichmondNorfolk
2/8/15,49271.38,2015,RichmondNorfolk
2/1/15,47141.67,2015,RichmondNorfolk
1/25/15,56189.36,2015,RichmondNorfolk
1/18/15,47657.12,2015,RichmondNorfolk
1/11/15,44915.4,2015,RichmondNorfolk
1/4/15,36245.72,2015,RichmondNorfolk
12/27/15,33496.4,2015,Roanoke
12/20/15,28670.5,2015,Roanoke
12/13/15,27033.05,2015,Roanoke
12/6/15,22565.73,2015,Roanoke
11/29/15,19307.6,2015,Roanoke
11/22/15,25520.11,2015,Roanoke
11/15/15,23209.55,2015,Roanoke
11/8/15,24946.9,2015,Roanoke
